Location,Hospital,Address,State,District,Pincode
"31/32, Crescent Road",Mallige Medical Centre,"31/32, Crescent Road",Karnataka,Bengaluru Urban,0
"189, Shiva Complex, Shivananda Nagar, Near Vijay Bank, Moodalapalya",Manasa Hospital,"189, Shiva Complex, Shivananda Nagar, Near Vijay Bank, Moodalapalya",Karnataka,Bengaluru Urban,560072
"No.71, 11 Th Main, Malleswaram, Opposite The Malleswaram Railway",Manipal North Side Hospital,"No.71, 11 Th Main, Malleswaram, Opposite The Malleswaram Railway",Karnataka,Bengaluru Urban,560003
"No-9/91, Govindappa Road, Basavana Gudi",Medikeris Superspecaility Ent Centre,"No-9/91, Govindappa Road, Basavana Gudi",Karnataka,Bengaluru Urban,560004
Pillana Garden,Mediscope Hospital Private Limited,Pillana Garden,Karnataka,Bengaluru Urban,560045
"No 3 and 3a, Hesaragatta Main Road, Ghikka Sandra, Near Chikka Banavara",N R R Hospital,"No 3 and 3a, Hesaragatta Main Road, Ghikka Sandra, Near Chikka Banavara",Karnataka,Bengaluru Urban,560090
"Plot No.3 and 4, Sadaramangala Industrial Area, Near Itpl",Narayana Multispeciality Hospital,"Plot No.3 and 4, Sadaramangala Industrial Area, Near Itpl",Karnataka,Bengaluru Urban,560048
"Ca Site No 1, Basant Health Centre Building, 18th Main, Opposite Hsr Club",Narayana Multispeciality Hospital(A Unit Of Narayana Hrudayalaya Pvt Ltd),"Ca Site No 1, Basant Health Centre Building, 18th Main, Opposite Hsr Club",Karnataka,Bengaluru Urban,560102
"No.37, Castle Street, Opposite Sacred Heart Church, Ashok Nagar",Narayana Nethralaya,"No.37, Castle Street, Opposite Sacred Heart Church, Ashok Nagar",Karnataka,Bengaluru Urban,560025
"No.121/C, Chord Road, Rajajinagar 1st `R`Block",Narayana Nethralaya\n,"No.121/C, Chord Road, Rajajinagar 1st `R`Block",Karnataka,Bengaluru Urban,560010
"258/A, Bommasandra Industrial Area, Hosur Road, Anekal Taluk","Narayana Nethralaya, Narayana Health City","# 258/A, Bommasandra Industrial Area, Hosur Road, Anekal Taluk",Karnataka,Bengaluru Urban,560099
"No.1537/1, 9th Main Road, 3rd Block, Jayanagar",Nature Cure Hospital,"No.1537/1, 9th Main Road, 3rd Block, Jayanagar",Karnataka,Bengaluru Urban,560011
"8, V Phase, 6th Cross, New Town",Neha Prakash Hospital,"# 8, V Phase, 6th Cross, New Town",Karnataka,Bengaluru Urban,560064
"446/21 Above Vijaya Bank, Opposite To Amba Bajaja Showroom",Nelivigi Eye Hospital and Surgical Centre,"446/21 Above Vijaya Bank, Opposite To Amba Bajaja Showroom",Karnataka,Bengaluru Urban,560103
"256/14, Kanakapura Main Road,\n7th Block, Jayanagar",Nethradhama Super Speciality Eye Hospital,"# 256/14, Kanakapura Main Road,\n7th Block, Jayanagar",Karnataka,Bengaluru Urban,560021
"66, Indiranagar Double Road, Hal 2nd Stage",Nethradhama Superspeciality Eye Hospital,"# 66, Indiranagar Double Road, Hal 2nd Stage",Karnataka,Bengaluru Urban,560038
"No 222/14, 5 Th Main Bellary Road, Sadashivnagar","Nova Medical Center, Sadashiv Nagar","No 222/14, 5 Th Main Bellary Road, Sadashivnagar",Karnataka,Bengaluru Urban,560080
"C.A.6, 11th Cross, 15th Main, Padmanabhanagar",Nu Hospitals,"C.A.6, 11th Cross, 15th Main, Padmanabhanagar",Karnataka,Bengaluru Urban,560070
"1215 A Cross Sindhi Hospital Road, Sampangiramnagar",P.D. Hinduja Sindhi Hospital,"1215 A Cross Sindhi Hospital Road, Sampangiramnagar",Karnataka,Bengaluru Urban,560027
"Dr.M.C.Modi Road, Mahalakshmipuram",Padmabhushan Dr.M.C.Modi Charitable Eye Hospital,"Dr.M.C.Modi Road, Mahalakshmipuram",Karnataka,Bengaluru Urban,560086
"611 /612, Nagarabhavi Main Road","Panacea Hospital, Nagarabhavi","# 611 /612, Nagarabhavi Main Road",Karnataka,Bengaluru Urban,560072
"334, 3rd Stage, 4th Block, Basaveshwaranagar",Panacea Hospitals Private Limited,"334, 3rd Stage, 4th Block, Basaveshwaranagar",Karnataka,Bengaluru Urban,560079
"12/13, Bilekahalli, Bannerghatta Road",Parimala Speciality Hospital,"12/13, Bilekahalli, Bannerghatta Road",Karnataka,Bengaluru Urban,560076
"2, Tumkur Road, Goreguntepalya",People Tree Hospitals,"# 2, Tumkur Road, Goreguntepalya",Karnataka,Bengaluru Urban,560022
"200/A, Hmt Layout, Karthik Complex, Dinnur Main Road, R.T.Nagar",Poornima Hospital,"#200/A, Hmt Layout, Karthik Complex, Dinnur Main Road, R.T.Nagar",Karnataka,Bengaluru Urban,560032
"504, 40th Cross Road, Jayanagar",Prabha Eye Clinic and Research Centre,"504, 40th Cross Road, Jayanagar",Karnataka,Bengaluru Urban,560070
"No.4, 6th Cross, Ganesha Block, Dinnur Main Road",Pradnya Nethralaya,"No.4, 6th Cross, Ganesha Block, Dinnur Main Road",Karnataka,Bengaluru Urban,560032
"No.11, Krishna Nagar Industrial Layout",Prasad Eye Hospital,"No.11, Krishna Nagar Industrial Layout",Karnataka,Bengaluru Urban,560029
"90-D, Bommanahalli Circle, Hosur road",Prashanth Hospital,"90-D, Bommanahalli Circle, Hosur road",Karnataka,Bengaluru Urban,560068
"No.877, Modi Hospital Road, West of Chord Road, II Stage Extension",Pristine Hospital,"No.877, Modi Hospital Road, West of Chord Road, II Stage Extension",Karnataka,Bengaluru Urban,560086
"37, Cubbonpet Main Road, Near Cubbonpet Market",Punarjyoti Eye Hospital,"#37, Cubbonpet Main Road, Near Cubbonpet Market",Karnataka,Bengaluru Urban,560002
"52 /10 80 Ft Road, Khb Colony Basaveshwaranagar",Punya Hospital,"# 52 /10 80 Ft Road, Khb Colony Basaveshwaranagar",Karnataka,Bengaluru Urban,560079
J.P Nagar,Rajasekar Hospital,J.P Nagar,Karnataka,Bengaluru Urban,0
"No 3, 6th Cross",Rajnandini Hospital,"No 3, 6th Cross",Karnataka,Bengaluru Urban,560062
"141/142, 1st Main, Krishnandanagar, Khb Colony",Raksha Multispeciality Hospital,"# 141/142, 1st Main, Krishnandanagar, Khb Colony",Karnataka,Bengaluru Urban,560096
"No.19, 2nd Main Road, 1st Phase, Peenya Industrial Area",Ravi Kirloskar Memorial Hospital,"No.19, 2nd Main Road, 1st Phase, Peenya Industrial Area",Karnataka,Bengaluru Urban,560058
Long Forde Garden,Republic Hospital,Long Forde Garden,Karnataka,Bengaluru Urban,560025
"122, 5th Main Road, Chamarajpet",Retina Institute Of Karnatakaa,"# 122, 5th Main Road, Chamarajpet",Karnataka,Bengaluru Urban,560018
"DSI, Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari",Sagar Hospitals,"DSI, Shavige Malleshwara Hills, Kumaraswamy Layout, Banashankari",Karnataka,Bengaluru Urban,560078
"44/54, 30th Cross Tilak Nagar, Bannerghatta Road, Jayanagar Extension","Sagar Hospitals, Jayanagar","44/54, 30th Cross Tilak Nagar, Bannerghatta Road, Jayanagar Extension",Karnataka,Bengaluru Urban,560041
"3rd Floor, Mahabodhi Mallige Hospital, T.Mariappa Road, 1st Block",Sahaya Holistic Integrative Hospital Private Limited,"3rd Floor, Mahabodhi Mallige Hospital, T.Mariappa Road, 1st Block",Karnataka,Bengaluru Urban,560011
"20th B Cross, Marenahalli Main Road, Vijayanagar",Saikrupa Hospital For Women'S and Surgical Centre,"20th B Cross, Marenahalli Main Road, Vijayanagar",Karnataka,Bengaluru Urban,560040
"111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)",Samprathi Eye Hospital And Squint Centre,"# 111 Railway Parallel Road, 7 Th Cross, Kumara Park (W)",Karnataka,Bengaluru Urban,560020
"No-760, 7 Th Main Last Bus Stop, Near Swimming, Mahalaxmi Layout",Sanjeevini Medlife Hospital (India) Pvt Ltd,"No-760, 7 Th Main Last Bus Stop, Near Swimming, Mahalaxmi Layout",Karnataka,Bengaluru Urban,560086
"85/1, 19th Main Hsr Layout, Sector 1",Sankalp Netralaya and Polyclinic,"#85/1, 19th Main Hsr Layout, Sector 1",Karnataka,Bengaluru Urban,560102
"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Sankara Eye Hospital,"Varthur Main Road, Kundalahalli Gate, Marahahalli-White Field Road",Karnataka,Bengaluru Urban,560037
"No.2/2, ARS Mansion, New Mico Factory Road, Opposite GovernmentHigh School, Adugodi",Santhigiri Ayurveda and Siddha Hospital,"No.2/2, ARS Mansion, New Mico Factory Road, Opposite GovernmentHigh School, Adugodi",Karnataka,Bengaluru Urban,560030
"15, Hesaraghatta Main Road",Sapthagiri Hospital,"# 15, Hesaraghatta Main Road",Karnataka,Bengaluru Urban,560090
"39/2, Yash Avenue, 8th Mile Circle, Nh 4, T.Dasarahalli",Sarojini Hospital,"39/2, Yash Avenue, 8th Mile Circle, Nh 4, T.Dasarahalli",Karnataka,Bengaluru Urban,560073
"27th Cross, Sevakshetra Hospital Road, B.S.K.II Stage",Sevakshetra Hospital,"27th Cross, Sevakshetra Hospital Road, B.S.K.II Stage",Karnataka,Bengaluru Urban,560070
"6, Thimmaiah Layout, 1st Main 3rd D Cross, 3rd Stage, 2nd Block",Shanbhag Nursing Home,"#6, Thimmaiah Layout, 1st Main 3rd D Cross, 3rd Stage, 2nd Block",Karnataka,Bengaluru Urban,560079
Queens Road,Shifa Hospital,Queens Road,Karnataka,Bengaluru Urban,0
"No 519 2nd Nain Netravathystreet, Devasandra, New Bel Road",Shirdi Sai Hospital,"No 519 2nd Nain Netravathystreet, Devasandra, New Bel Road",Karnataka,Bengaluru Urban,560054
"No.10, Pipeline Road, RPC Layout, Vijayanagar, 2nd Stage",Shree Kalabyraveswara Swamy Ayurveda Medical College And Hospital,"No.10, Pipeline Road, RPC Layout, Vijayanagar, 2nd Stage",Karnataka,Bengaluru Urban,560040
"523, 10th Main,\n45th Cross, 5th Block, Jayanagar",Shri Krishna Sevashrama Hospital,"#523, 10th Main,\n45th Cross, 5th Block, Jayanagar",Karnataka,Bengaluru Urban,560041
"53/1(45), Shalini Susheela Road",South City Hospital,"53/1(45), Shalini Susheela Road",Karnataka,Bengaluru Urban,560004
"146, Infantry Road",Sparsh Hospital For Advanced Surgeries,"#146, Infantry Road",Karnataka,Bengaluru Urban,560001
"No-170, 12th, Ist Main, Near Anjaneya Temple, Opposite Karnatakaa Bank",Spine Care And  Ortho Care Hospital,"No-170, 12th, Ist Main, Near Anjaneya Temple, Opposite Karnatakaa Bank",Karnataka,Bengaluru Urban,560086
"8, G Block, 60 Feet Road",Sri Sai North Side Hospital,"8, G Block, 60 Feet Road",Karnataka,Bengaluru Urban,560092
No.6 J.C.Industrial Area,Sri Sai Ram Hospital,No.6 J.C.Industrial Area,Karnataka,Bengaluru Urban,560062
"1st Cross, Shankarapuram, Basavanaagudi",Sri Shankara Cancer Hospital And  Research Centre (A Service Unit Of Sscf),"1st Cross, Shankarapuram, Basavanaagudi",Karnataka,Bengaluru Urban,560004
"86 Hosur Main Road, Madivala",Sri Venkateshwara Hospitals,"#86 Hosur Main Road, Madivala",Karnataka,Bengaluru Urban,560068
"120, 9th Main Road, Ideal Homes Circle, Raja Rajeshwari",Sri Venkateshwara Nethralaya,"120, 9th Main Road, Ideal Homes Circle, Raja Rajeshwari",Karnataka,Bengaluru Urban,560098
"St.Johs Medical College Hospital, Johnnagar",St. Johns Hospital,"St.Johs Medical College Hospital, Johnnagar",Karnataka,Bengaluru Urban,560034
"Office No-05, Nrupathunga Road",St. Martha'S Heart Center (Managed By Narayana Health),"Office No-05, Nrupathunga Road",Karnataka,Bengaluru Urban,560001
"John nagar, Koramangala",St. JohnS Medical College Hospital\n,"John nagar, Koramangala",Karnataka,Bengaluru Urban,560034
Nrupathunga Road,St. Marthas Hospital,Nrupathunga Road,Karnataka,Bengaluru Urban,560001
"No.1, Neelasandra Road",St. PhilominaS Hospital,"No.1, Neelasandra Road",Karnataka,Bengaluru Urban,560047
Rajajinagar,St. Theresa'S Hospital,Rajajinagar,Karnataka,Bengaluru Urban,560010
"452, R.S.Plaza, Between 6th And 7th Cross Sampige Road",Sudharshana Nethralaya,"452, R.S.Plaza, Between 6th And 7th Cross Sampige Road",Karnataka,Bengaluru Urban,560003
"1A/87, Dr.Rajkumar Road, 4th N Block, Rajajinagar",Suguna Hospital,"1A/87, Dr.Rajkumar Road, 4th N Block, Rajajinagar",Karnataka,Bengaluru Urban,560010
"24, Brindaban Nagar, 80 Feet Main Road, Mathikere",Sun Orthopaedic Hospital,"24, Brindaban Nagar, 80 Feet Main Road, Mathikere",Karnataka,Bengaluru Urban,560054
"No.1156, 26th Main, 4th `T` Block, Jayanagar (Opposite 4th `T` Block\nBus Depot)",Sunayana Eye Hospital,"No.1156, 26th Main, 4th `T` Block, Jayanagar (Opposite 4th `T` Block\nBus Depot)",Karnataka,Bengaluru Urban,560041
"202, Rashtriya Vidyalaya road,\nBasavanagudi",The Bengaluru Hospital,"202, Rashtriya Vidyalaya road,\nBasavanagudi",Karnataka,Bengaluru Urban,560004
"79/5, Outer Ring Road, Bellandur",The Eye Foundation,"79/5, Outer Ring Road, Bellandur",Karnataka,Bengaluru Urban,560103
"Near R.V.Teachers College Circle, Basavanagudi",Trinity Hospital And  Heart Foundation,"Near R.V.Teachers College Circle, Basavanagudi",Karnataka,Bengaluru Urban,560004
"205-4c, 4th Cross, 3 Road Block","Vasan Eye Care Hospital, Banaswadi","#205-4c, 4th Cross, 3 Road Block",Karnataka,Bengaluru Urban,560043
"Dsp Tower, No 40, 1st Floor Above Icici Bank Ltd","Vasan Eye Care Hospital, Bannergatta Road","Dsp Tower, No 40, 1st Floor Above Icici Bank Ltd",Karnataka,Bengaluru Urban,560076
"1127/A, 7th Sector, Near Bda Complex","Vasan Eye Care Hospital, Hsr Layout","1127/A, 7th Sector, Near Bda Complex",Karnataka,Bengaluru Urban,560102
"No.28 and  29, 7 Th Main Diagonal Road, Jayanagar","Vasan Eye Care Hospital, Jayanagar","No.28 and  29, 7 Th Main Diagonal Road, Jayanagar",Karnataka,Bengaluru Urban,560011
"No.897/C, 80 Feet Road, 6th Block, Koramangala","Vasan Eye Care Hospital, Koramangala","No.897/C, 80 Feet Road, 6th Block, Koramangala",Karnataka,Bengaluru Urban,560095
"No.25/5 D, Outer Ring Road, Marathalli","Vasan Eye Care Hospital, Marathalli","No.25/5 D, Outer Ring Road, Marathalli",Karnataka,Bengaluru Urban,560037
"No-5, 20 Th Cross, Malagala Under Pass Ring Road","Vasan Eye Care Hospital, Nagarabhavi","No-5, 20 Th Cross, Malagala Under Pass Ring Road",Karnataka,Bengaluru Urban,560091
"No.533, 108 Bus Stop, Ganganagar","Vasan Eye Care Hospital, R.T.Nagar","No.533, 108 Bus Stop, Ganganagar",Karnataka,Bengaluru Urban,560032
"No.389, New No.46, 19th Main, 1st Block, Rajajinagar","Vasan Eye Care Hospital, Rajajinagar","No.389, New No.46, 19th Main, 1st Block, Rajajinagar",Karnataka,Bengaluru Urban,560010
"483, 16 Th Cross, 8 Th Main","Vasan Eye Care Hospital, Rajarajeswari Nagar","#483, 16 Th Cross, 8 Th Main",Karnataka,Bengaluru Urban,560098
"Plot No.2(A-2) A Type Bbmp No.57-64-2, Shivana Arcade","Vasan Eye Care Hospital, Sarakki","Plot No.2(A-2) A Type Bbmp No.57-64-2, Shivana Arcade",Karnataka,Bengaluru Urban,560078
"Super Speciality Otology Centre, No.1, 9th Cross Malleshwaram",Vijaya Ent Care Centre,"Super Speciality Otology Centre, No.1, 9th Cross Malleshwaram",Karnataka,Bengaluru Urban,560003
"17th Cross, Near Main Bus Stand, MC Road, Vijayanagar",Vijayanagar Global Hospital,"17th Cross, Near Main Bus Stand, MC Road, Vijayanagar",Karnataka,Bengaluru Urban,560040
"3, Gottigere, Bannerghatta Main Road",Vijayashree Hospitals,"#3, Gottigere, Bannerghatta Main Road",Karnataka,Bengaluru Urban,560083
"110, 1st Main, Sbm Colony, Bsk 1st Stage Hanumantha Nagar",Vinayaka Hospital,"110, 1st Main, Sbm Colony, Bsk 1st Stage Hanumantha Nagar",Karnataka,Bengaluru Urban,560050
"No.10/4, 3rd Main Road, Hanumanthanagar",Vishwabharathi Hospital Private Limited,"No.10/4, 3rd Main Road, Hanumanthanagar",Karnataka,Bengaluru Urban,560019
"2nd Main, 2nd Cross Banashankari III Stage 7 block, Hoskerehalli",Vittala International Institute Of Ophthalmology,"2nd Main, 2nd Cross Banashankari III Stage 7 block, Hoskerehalli",Karnataka,Bengaluru Urban,560085
"82, Epip Area, White Field",Vydehi Institute Of Medical Sciencs And  Research Center,"#82, Epip Area, White Field",Karnataka,Bengaluru Urban,600066
"2371 / 3, Hal Airport Varthur Road",Yashomati Hospitals Pvt.Ltd.,"# 2371 / 3, Hal Airport Varthur Road",Karnataka,Bengaluru Urban,560037
"25, Andree Road, Shanti Nagar",Yellamma Dasappa Hospital,"25, Andree Road, Shanti Nagar",Karnataka,Bengaluru Urban,560027
"No.1, 1 Cross Rananurthy Road",Zion Hospital And Research Centre Pvt.Ltd.,"No.1, 1 Cross Rananurthy Road",Karnataka,Bengaluru Urban,560084
"154/11, Opp, I.I.M, Bannerghatta Road,","Apollo Hospitals, Bangalore","154/11, Opp, I.I.M, Bannerghatta Road",Karnataka,Bengaluru Urban,560076
"No.258/A, Bommasandra Industrial Area, Hosur Road, Anekal Taluk",Narayana Hrudayalaya Hospitals,"No.258/A, Bommasandra Industrial Area, Hosur Road, Anekal Taluk",Karnataka,Bengaluru Urban,560099
"No.389/44, 19th Main, 1st Block, Rajajinagar",Ananya Hospital,"No.389/44, 19th Main, 1st Block, Rajajinagar",Karnataka,Bengaluru Urban,560010
Hosur Road,National Institute of Mental Health and Neuro Sciences (NIMHANS),Hosur Road,Karnataka,Bengaluru Urban,560029
"26/4, Brigade Gateway, Malleswaram West",Columbia Asia Referral Hospital,"26/4, Brigade Gateway, Malleswaram West",Karnataka,Bengaluru Urban,560055
"98, HAL Airport Road",Manipal Hospital,"98, HAL Airport Road",Karnataka,Bengaluru Urban,560017
"154/9, Bannerghatta Road, OppositeIIM-B","Fortis Hospitals, Bannerghatta Road","154/9, Bannerghatta Road, OppositeIIM-B",Karnataka,Bengaluru Urban,560076
Dr.M.H Marigowda Road,"Kidwai Cancer Institute, Bangalore",Dr.M.H Marigowda Road,Karnataka,Bengaluru Urban,560 029
"67, Uttarahalli Road, Kengeri",BGS Global Hospitals,"67, Uttarahalli Road, Kengeri",Karnataka,Bengaluru Urban,560060
"6/7/8, 4th Main, 18th Cross, Chitrashilpi Venkatappa Road, Malleshwaram",Vagus Super Speciality Hospital,"6/7/8, 4th Main, 18th Cross, Chitrashilpi Venkatappa Road, Malleshwaram",Karnataka,Bengaluru Urban,560003
No.2 Vittal Mallya Road,Mallya Hospital,No.2 Vittal Mallya Road,Karnataka,Bengaluru Urban,560001
"Opus, 143, 1st Cross, 5th Block, Koramangala","Nova Specialty Surgery Center, Koramangala","Opus, 143, 1st Cross, 5th Block, Koramangala",Karnataka,Bengaluru Urban,560034
"9th Block, Bannerghatta Road, Jayanagar",Sri Jayadeva Institute of Cardiovascular Sciences and Research,"9th Block, Bannerghatta Road, Jayanagar",Karnataka,Bengaluru Urban,560069
"Hebbal, Bellary Road",Bangalore Baptist Hospital,"Hebbal, Bellary Road",Karnataka,Bengaluru Urban,560024
"No 8, P.Kalinga Rao Road, Sampangiram Nagar",Bangalore Institute of Oncology,"No 8, P.Kalinga Rao Road, Sampangiram Nagar",Karnataka,Bengaluru Urban,560027
"Lady Curzon Road, Shivaji Nagar",Bowring and Lady Curzon Hospital,"Lady Curzon Road, Shivaji Nagar",Karnataka,Bengaluru Urban,560001
"No.71/1, Millers Road",Vikram Hospital,"No.71/1, Millers Road",Karnataka,Bengaluru Urban,560052
"3rd Phase, 633, 100 Feet Ring Road, J.P.Nagar",Shekar Nethralaya,"3rd Phase, 633, 100 Feet Ring Road, J.P.Nagar",Karnataka,Bengaluru Urban,560078
"256/14, Kanakapura Main Road, 7th Block, Jayanagar",Nethradhama Superspeciality Eye Hospital,"256/14, Kanakapura Main Road, 7th Block, Jayanagar",Karnataka,Bengaluru Urban,560082
"45, Magrath Road, Off Richmond Road",Hosmat Hospital,"45, Magrath Road, Off Richmond Road",Karnataka,Bengaluru Urban,560025
"No-8 1st Main, 1st Block Koramangala",Marvel hospitals and Fertility centre,"No-8 1st Main, 1st Block Koramangala",Karnataka,Bengaluru Urban,560034
"SY NO 52/2 and 52/3, Devarabeesanahalli, Varthur Hobli",Sakra World Hospital,"SY NO 52/2 and 52/3, Devarabeesanahalli, Varthur Hobli",Karnataka,Bengaluru Urban,560103
"Kakkalli Road, Kodigehalli Post, Doddaballapur Taluk, Bengaluru Rural","Atreya Ayurvedic Medical College, Hospital and Research Centre","Kakkalli Road, Kodigehalli Post, Doddaballapur Taluk, Bengaluru Rural",Karnataka,Bengaluru Rural,0
"Lecturer Colony Road, Bhalki",Talwade Hospital Bhalki,"Lecturer Colony Road, Bhalki",Karnataka,Bidar,585328
"Opposite Gada Petrol Bunk Ring Road, Humnabad",Sri Sainidhi Multi Speciality Hospital,"Opposite Gada Petrol Bunk Ring Road, Humnabad",Karnataka,Bidar,585330
"8-10-113, New Housing Colony,Ganesh Maidan",Apex Hospital,"8-10-113, New Housing Colony,Ganesh Maidan",Karnataka,Bidar,585401
Udgir Road,Bidar Institute Of Medical Sceince-Teaching Hospital,Udgir Road,Karnataka,Bidar,585401
Nayakaman Neara Basavishvar Circle,Dr. Krishnamurthy Hospital and Rehab Center,Nayakaman Neara Basavishvar Circle,Karnataka,Bidar,585401
"Maruthi Health Welfare Trust,Gurunagar",Dr.C Vishwas Memorial Hospital,"Maruthi Health Welfare Trust,Gurunagar",Karnataka,Bidar,585401
Bidar Tq,Government District Hospital,Bidar Tq,Karnataka,Bidar,585401
"H No-8-10-204, Ganesh Maidan, Near Nehru Stadiumbidar",Kamtikar Hospital,"H No-8-10-204, Ganesh Maidan, Near Nehru Stadiumbidar",Karnataka,Bidar,585401
"Dr.C Vishwas Memorial Hospital, Gurunagar",Maruthi Health Welfare Trust,"Dr.C Vishwas Memorial Hospital, Gurunagar",Karnataka,Bidar,585401
"Megur Eye Care Center,Behind Akkamahadevi College",Megur Eye Care Center,"Megur Eye Care Center,Behind Akkamahadevi College",Karnataka,Bidar,585401
K.E.B. Road,Pande Nursing Home,K.E.B. Road,Karnataka,Bidar,585401
"Opp Udgir Road, N Govt Hospital",Prayavi Hospital,"Opp Udgir Road, N Govt Hospital",Karnataka,Bidar,585401
"8-11-5, Nandi Colony, Keb Road",Sachin Nursing Home,"8-11-5, Nandi Colony, Keb Road",Karnataka,Bidar,585401
"Gaitonde Complex,Old Bus Stand Road",Sai Kiran Hospital,"Gaitonde Complex,Old Bus Stand Road",Karnataka,Bidar,585401
"Boudha Complex, Near Bus Stand Bhalki, Bhalki Taluk",Shradha Hospital,"Boudha Complex, Near Bus Stand Bhalki, Bhalki Taluk",Karnataka,Bidar,585401
"No. 8/10/57/58/59, Behind Akkamahadevi College, Near Megur Eye Care Hospital",Shre Hospital(Bidar Ct Scan),"No. 8/10/57/58/59, Behind Akkamahadevi College, Near Megur Eye Care Hospital",Karnataka,Bidar,585401
